Date,Final consumption expenditure by general government ,Consolidated general government: Revenue,Foreign liabilities: Total portfolio investment ,Foreign liabilities: Portfolio investment: Equity securities,Domestic output: All groups ,Final consumption expenditure by households: Total ,Gross fixed capital formation ,SDDS - Financial derivative liabilities,Foreign liabilities: Portfolio investment: Debt securities,Change in inventories ,Gross domestic product at market prices ,Foreign debt of S.A.: Total foreign debt ,Foreign exchange rate : SA rand per USA dollar ,Gross value added at basic prices of all industries ,Other domestic financial assets ,"Gross value added at basic prices of other community, social and personal services ",Net Investment Position,Foreign liabilities: Total other investment,Gross value added at basic prices of general government services ,Foreign ,Total outstanding domestic non-marketable bills ,Financing by non-marketable bonds,Total gross loan debt (nsa) ,Reserve Bank SDR reserves,SDDS - Reserve Assest,Foreign assets: Total other investment,IMF reserve position ,Financial guarantees by government,Total cash-flow revenue,Total outstanding domestic non-marketable bonds,"Cash received from the issuance of other debt instruments less cash payments made to redeem other debt instruments, including non-marketable bills and bonds, and debt of the former TBVC-countries, self-governing territories and the Republic of Namibia that were assumed by the national government. ",Total outstanding domestic non-marketable debt,Consolidated general government: Net change in the stock of cash_x,Capital account: credit (nsa),Foreign assets: Portfolio investment: Debt securities,Net errors and omissions,Gross reserves of the Reserve Bank - US Dollar,SDDS - Financial derivative assests,Capital account: debit (nsa),Consolidated general government: Liabilities: Foreign: Currency and deposits,Total outstanding domestic marketable loan levies,Cash received from the issuance of domestic government bonds less cash payments made to redeem domestic government bonds.,The net borrowing requirement of national government equals the net result of the cash-flow deficit/surplus and the cost of revaluation of foreign loans at redemption. ,Cash received from the issuance of foreign bonds and loans less cash payments made to redeem foreign bonds and loans.,Total outstanding domestic marketable bonds: Not exceeding 1 year (incl SA housing trust loans i.e marketable SP05 bonds),Foreign assets: Total direct investment,Reserve Bank other foreign exchange reserves,Reserve assets,"Other investment, liabilities",Reserve Bank gold reserves,Total foreign assets,Total outstanding domestic marketable bonds: Exceeding 1 but not 3 years,Including changes in the Exchequer and Paymaster-General Account balances with the South African Reserve Bank and other banks.,Cash received from the issuance of Treasury bills less cash payments made to redeem Treasury bills.,Total outstanding domestic marketable bonds: Total exceeding 10 years,Total outstanding domestic marketable debt ,Current account (nsa),"Gross value added at basic prices of finance, insurance, real estate and business services ",Other reserve assets,Foreign assets: Total portfolio investment,Foreign assets: Portfolio investment: Equity securities,Gross gold and other foreign reserves : Amount as at end of period ,"Gross value added at basic prices of transport, storage and communication ",Goods: exports (nsa),The net result of all financing activities of national government.,Total outstanding domestic marketable bonds: Medium term,Plus: Accrual adjustment,Consolidated general government: Liabilities: Domestic: Securities other than shares,Total claims on the private sector,Total foreign debt,"Gross value added at basic prices of electricity, gas and water ",Services: debit (nsa),"Financial derivatives, liabilities","Other investment, assets",Income: credit (nsa),Gross value added at basic prices of manufacturing ,Total foreign marketable debt,Total claims on the government,Consolidated general government: Liabilities: Domestic: Currency and deposits,Cost/profit of revaluation of foreign loans ,Consolidated general government: Liabilities,The difference between cash-flow revenue and cash-flow expenditure._x,Total outstanding domestic marketable bills,Total outstanding foreign marketable bonds by unexpired maturity: Exceeding 1 but not 3 years,"Deposit of banks,mutual banks with the SARB and notes and coins outside the SARB and SA mint ",Gross value added at basic prices of construction (contractors) ,Imports of goods (SARS) ,"Financial derivatives, assets",Services: credit (nsa),Goods: imports (nsa),"Portfolio investment, liabilities","Exports of goods, including gold (SARS) ","Gross value added at basic prices of wholesale and retail trade, catering and accommodation ",Total foreign assets minus total foreign liabilities,Total outstanding foreign marketable bonds by unexpired maturity: Not exceeding 1 year,Total domestic marketable bonds,The difference between cash-flow revenue and cash-flow expenditure._y,Consolidated general government: Liabilities: Domestic,Total outstanding domestic non-marketable loan levies, Loans _x,Consolidated general government: Net change in the stock of cash_y,Total other debt ,Net foreign assets after valuation adjustment,Value added at basic prices of mining and quarrying ,Financial account,Income: debit (nsa),Total foreign liabilities ,Foreign liabilities: Total direct investment,Current transfers: credit (nsa),Direct investment abroad,"Gross value added at basic prices of agriculture, forestry and fishing ",M2 plus all long term deposit with monetary banking institutions ,Gold and Foreign Exchange Contingency Reserve Account,Consolidated general government: Liabilities: Foreign: Loans, Loans _y,Domestic non-marketable bonds by instrument type: Floating/variable rate bonds,National government revenue adjusted for differences in timing between the recording of transactions and bank clearances. ,Consolidated general government: Liabilities: Domestic: Other domestic liabilities,Claims on the domestic private sector,Total foreign non-marketable debt ,Capital account (nsa),"Portfolio investment, assets",Direct investment in reporting economy,Current transfers: debit (nsa),Total outstanding foreign marketable bonds by unexpired maturity: Exceeding 3 years,Broad monetary credit to the government sector ,Consolidated general government: Liabilities: Foreign,"National government expenditure adjusted for differences between the recording of transactions and bank clearances, and late departmental requests/surrenders of funds. ",Consolidated general government: Net cash-flow from financing activities,Exports of goods & services ,Total South African population,The nominal effective exchange rate is a weighted exchange rate of the rand measured against a basket of the currencies of South Africa's twenty most important trading partners. The calculation is based on trade in and consumption of manufactured goo,Imports of goods & services ,Consolidated general government: Net acquisition of financial assets other than cash,"The leading business cycle indicator is a composite index comprising of time series, which tend to shift direction in advance of the business cycle. Frequency = monthly. Currency = index (2015 = 100). The time series is seasonally adjusted.",Loans ,Domestic ,Physical volume of manufacturing production: Total ,Remuneration per worker in non-agricultural: Total ,Consolidated general government: Non-financial assets - Net,Consolidated general government: Cash surplus / deficit,CPI Headline ,Gross domestic expenditure ,Net cash-flow from operating activities ,Non-agricultural employment: Total ,Consolidated general government: Expense,Residual item 
1970-03-01,142014.0,0.0,2.0,2.0,4.1,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,119.0,1.0,5211.0,0.0,1.0,1.0,0.0,0.0,4.0,436.0,4.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-261.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,168.0,44.0,0.0,4302.0,-324.0,120971.0,0.0,0.0,0.0,857.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,125.0,14764.0,160.0,0.0,0.0,55.0,137091.0,62.0,0.0,0.0,0.0,0.0,0.0,81.0,3.0,773.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,15.0,4220.0,-261.0,0.0,229.0,0.0,0.0,0.0,-48.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7333.0,0.0,0.0,0.0,0.0,187.0,0.0,6373.0,63.0,1.0,0.0,0.0,0.0,45.0,726.0,0.0,448.0,0.0,312474.0,20145.0,1380.73,247838.0,0.0,46.5,0.0,0.0,38.3,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-04-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,119.0,-19.0,5246.0,0.0,1.0,1.0,0.0,0.0,1.0,417.0,-18.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-12.0,3.0,0.0,4355.0,-324.0,120971.0,0.0,0.0,0.0,845.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,125.0,14764.0,160.0,0.0,0.0,55.0,137091.0,62.0,0.0,0.0,0.0,0.0,0.0,85.0,13.0,776.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,15.0,4270.0,-23.0,0.0,230.0,0.0,0.0,0.0,-8.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7402.0,0.0,0.0,0.0,0.0,163.0,0.0,6378.0,63.0,1.0,0.0,0.0,0.0,34.0,793.0,0.0,187.0,0.0,312474.0,20145.0,1377.93,247838.0,0.0,46.5,0.0,0.0,41.5,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-05-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,88.0,1.0,5214.0,0.0,1.0,1.0,0.0,0.0,2.0,418.0,3.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,64.0,-20.0,0.0,4352.0,-324.0,120971.0,0.0,0.0,0.0,894.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,124.0,14764.0,160.0,0.0,0.0,55.0,137091.0,62.0,0.0,0.0,0.0,0.0,0.0,96.0,13.0,759.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,15.0,4256.0,-32.0,0.0,232.0,0.0,0.0,0.0,2.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7446.0,0.0,0.0,0.0,0.0,123.0,0.0,6405.0,62.0,1.0,0.0,0.0,0.0,34.0,804.0,0.0,156.0,0.0,312474.0,20145.0,1376.53,247838.0,0.0,46.4,0.0,0.0,39.8,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-06-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,111.0,-3.0,5268.0,0.0,1.0,1.0,0.0,0.0,1.0,415.0,-2.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-47.0,31.0,0.0,4360.0,-324.0,120971.0,0.0,0.0,0.0,902.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,149.0,14764.0,160.0,0.0,0.0,55.0,137091.0,62.0,0.0,0.0,0.0,0.0,0.0,104.0,14.0,767.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,15.0,4256.0,-6.0,0.0,233.0,0.0,0.0,0.0,21.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7585.0,0.0,0.0,0.0,0.0,179.0,0.0,6542.0,87.0,1.0,0.0,0.0,0.0,32.0,792.0,0.0,184.0,0.0,312474.0,20145.0,1373.87,247838.0,0.0,46.0,0.0,0.0,40.6,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-07-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,77.0,0.0,5348.0,0.0,1.0,1.0,0.0,0.0,3.0,414.0,3.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-119.0,-26.0,0.0,4471.0,-324.0,120971.0,0.0,0.0,0.0,866.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,149.0,14764.0,160.0,0.0,0.0,55.0,137091.0,62.0,0.0,0.0,0.0,0.0,0.0,112.0,14.0,789.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,15.0,4359.0,39.0,0.0,236.0,0.0,0.0,0.0,-41.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7583.0,0.0,0.0,0.0,0.0,234.0,0.0,6633.0,87.0,1.0,0.0,0.0,0.0,32.0,738.0,0.0,195.0,0.0,312474.0,20145.0,1369.95,247838.0,0.0,45.9,0.0,0.0,41.7,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-08-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,66.0,0.0,5340.0,0.0,1.0,1.0,0.0,0.0,2.0,414.0,2.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,-11.0,0.0,4473.0,-324.0,120971.0,0.0,0.0,0.0,805.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,149.0,14764.0,160.0,0.0,0.0,55.0,137091.0,62.0,0.0,0.0,0.0,0.0,0.0,112.0,14.0,771.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,15.0,4361.0,-42.0,0.0,238.0,0.0,0.0,0.0,-52.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7610.0,0.0,0.0,0.0,0.0,174.0,0.0,6660.0,87.0,1.0,0.0,0.0,0.0,32.0,801.0,0.0,216.0,0.0,312474.0,20145.0,1367.95,247838.0,0.0,46.0,0.0,0.0,39.9,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-09-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,66.0,-1.0,5388.0,0.0,1.0,1.0,0.0,0.0,3.0,414.0,2.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,-3.0,0.0,4470.0,-324.0,120971.0,0.0,0.0,0.0,807.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,198.0,14764.0,160.0,0.0,0.0,55.0,137091.0,60.0,0.0,0.0,0.0,0.0,0.0,109.0,23.0,803.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,5.0,4361.0,-45.0,0.0,241.0,0.0,0.0,0.0,-26.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7759.0,0.0,0.0,0.0,0.0,172.0,0.0,6754.0,138.0,1.0,0.0,0.0,0.0,32.0,816.0,0.0,216.0,0.0,312474.0,20145.0,1366.07,247838.0,0.0,46.0,0.0,0.0,41.3,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-10-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,53.0,0.0,5362.0,0.0,1.0,1.0,0.0,0.0,3.0,413.0,2.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,-34.0,0.0,4435.0,-324.0,120971.0,0.0,0.0,0.0,794.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,218.0,14764.0,160.0,0.0,0.0,55.0,137091.0,80.0,0.0,0.0,0.0,0.0,0.0,88.0,23.0,792.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,5.0,4347.0,-75.0,0.0,244.0,0.0,0.0,0.0,19.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7824.0,0.0,0.0,0.0,0.0,162.0,0.0,6798.0,138.0,1.0,0.0,0.0,0.0,53.0,847.0,0.0,236.0,0.0,312474.0,20145.0,1367.17,247838.0,0.0,45.9,0.0,0.0,41.5,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-11-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,31.0,0.0,5343.0,0.0,1.0,1.0,0.0,0.0,2.0,413.0,2.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,73.0,-31.0,0.0,4438.0,-324.0,120971.0,0.0,0.0,0.0,745.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,216.0,14764.0,160.0,0.0,0.0,55.0,137091.0,78.0,0.0,0.0,0.0,0.0,0.0,79.0,23.0,814.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,1.0,4359.0,-53.0,0.0,245.0,0.0,0.0,0.0,-46.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7840.0,0.0,0.0,0.0,0.0,154.0,0.0,6826.0,138.0,1.0,0.0,0.0,0.0,55.0,919.0,0.0,207.0,0.0,312474.0,20145.0,1367.87,247838.0,0.0,45.6,0.0,0.0,40.9,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
1970-12-01,142014.0,0.0,2.0,2.0,4.2,459049.0,176103.0,0.0,0.0,18617.0,1034117.0,0.0,71.43,950212.0,0.0,43496.0,-6.0,0.0,148644.0,0.0,46.0,-1.0,5372.0,0.0,1.0,1.0,0.0,0.0,5.0,412.0,4.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-40.0,12.0,0.0,4435.0,-324.0,120971.0,0.0,0.0,0.0,681.0,45798.0,381.0,0.0,0.0,0.0,0.0,0.0,228.0,14764.0,160.0,0.0,0.0,55.0,137091.0,92.0,0.0,0.0,0.0,0.0,0.0,76.0,24.0,826.0,42047.0,0.0,0.0,109.0,723.0,0.0,0.0,117776.0,0.0,1.0,4359.0,11.0,0.0,251.0,0.0,0.0,0.0,-61.0,281939.0,0.0,199.0,8.0,4.0,0.0,0.0,30297.0,7923.0,0.0,0.0,0.0,0.0,202.0,0.0,6992.0,136.0,1.0,0.0,0.0,0.0,67.0,948.0,0.0,191.0,0.0,312474.0,20145.0,1369.05,247838.0,0.0,45.1,0.0,0.0,45.3,0.9,0.0,0.0,1.6,965734.0,0.0,49.2,0.0,169951.0
